data/time,0:00,0:15,0:30,0:45,1:00,1:15,1:30,1:45,2:00,2:15,2:30,2:45,3:00,3:15,3:30,3:45,4:00,4:15,4:30,4:45,5:00,5:15,5:30,5:45,6:00,6:15,6:30,6:45,7:00,7:15,7:30,7:45,8:00,8:15,8:30,8:45,9:00,9:15,9:30,9:45,10:00,10:15,10:30,10:45,11:00,11:15,11:30,11:45,12:00,12:15,12:30,12:45,13:00,13:15,13:30,13:45,14:00,14:15,14:30,14:45,15:00,15:15,15:30,15:45,16:00,16:15,16:30,16:45,17:00,17:15,17:30,17:45,18:00,18:15,18:30,18:45,19:00,19:15,19:30,19:45,20:00,20:15,20:30,20:45,21:00,21:15,21:30,21:45,22:00,22:15,22:30,22:45,23:00,23:15,23:30,23:45
2019.08.31,56.256,54.48,54.528,44.964,53.268,52.836,44.376,42.36,42.876,44.148,39.108,45.516,41.172,42.996,40.956,37.212,46.068,42.876,35.412,41.544,44.292,47.376,46.392,62.76,64.992,67.26,58.932,61.704,59.304,66.348,71.4,70.968,60.228,63.096,65.688,58.092,62.868,61.452,70.524,66.948,72.024,77.508,84.252,81.252,79.62,88.296,83.7,83.688,96.936,96.78,81.132,86.628,97.92,86.832,95.412,87.42,95.46,100.644,107.076,92.604,92.46,100.38,81.732,82.848,84.372,85.068,88.128,82.236,89.784,94.896,86.676,101.064,88.404,90.588,75.96,93.432,99.6,107.364,108.552,106.668,96.888,89.592,92.364,115.596,100.344,95.04,90.468,84.672,78.816,84.54,84.3,77.676,87.408,67.464,64.704,60.312
2019.09.01,57.768,59.784,59.208,48.912,54.3,47.592,49.452,44.82,49.98,52.212,55.356,44.856,48.648,43.284,42.792,43.668,43.08,40.308,46.344,47.076,49.044,44.568,51.684,59.22,60.816,58.692,61.452,52.044,62.508,56.832,50.46,50.892,56.556,56.184,49.092,53.628,66.768,47.22,48.24,65.58,53.088,58.836,71.508,57.684,58.548,53.064,62.892,59.436,57.24,55.488,52.452,43.788,52.164,46.02,53.232,54.264,70.428,63.828,59.352,49.656,57.6,64.032,65.304,54.312,61.344,73.152,55.5,64.74,72.468,78.984,58.224,56.916,64.068,84.852,82.62,72.72,73.56,73.716,66.804,68.136,62.652,73.14,87.876,78.108,65.28,67.2,79.368,57.444,68.616,54.432,58.212,65.088,53.808,51.012,45.336,57.12
2019.09.02,54.66,40.548,41.832,48.024,58.656,40.344,33.924,32.184,27.84,29.076,30.348,28.776,34.164,27.684,30.732,26.976,27.036,29.544,31.044,30.06,38.1,38.94,43.836,47.268,43.044,77.94,63.624,52.836,46.428,48.936,53.952,48.528,44.892,51.528,54.06,43.704,47.916,45.576,39.684,44.328,46.14,48.204,49.248,54.804,46.476,58.476,52.656,53.232,51.648,40.992,42.78,37.992,61.236,41.472,64.68,59.112,54.696,53.016,57.528,51.348,62.676,56.412,44.256,58.872,54.924,57.324,52.944,69.552,49.404,60.552,53.604,73.908,75.132,61.116,81.144,86.04,95.712,68.784,78.696,63.18,60.792,65.892,80.124,65.484,60.804,57.408,77.604,58.008,60.3,59.172,65.676,65.508,57.564,52.404,51.576,49.344
2019.09.03,40.848,40.992,37.512,36.48,38.724,40.164,32.52,36.048,32.724,35.076,32.964,29.736,53.916,31.872,30.42,29.64,31.956,32.352,36.552,40.248,36.612,40.908,51.876,64.008,52.176,71.304,54.348,57.816,65.808,55.344,55.476,56.268,50.412,52.656,55.8,42.852,43.536,48.816,63.036,47.088,45.336,51.588,63.672,52.56,59.484,60.156,51.3,62.34,71.46,73.8,57.348,53.076,62.4,44.652,64.452,63.42,59.604,59.112,55.476,39.468,39.672,49.08,53.124,75.912,61.584,61.38,79.032,68.46,57.288,53.004,51.672,76.932,81.168,65.16,81.756,89.052,81.888,88.284,78.204,92.076,84.216,80.736,99.912,81.492,81.516,93.648,79.14,68.928,67.464,65.304,76.248,67.812,60.744,61.524,47.376,50.556
2019.09.04,47.748,42.144,38.976,39.936,35.496,51.96,37.488,35.892,31.8,34.704,29.736,35.916,33.36,33.528,33.3,31.404,30.012,35.724,35.76,31.056,39.6,36.996,49.056,50.184,59.436,58.044,74.112,63.936,70.284,65.652,52.332,48,50.496,43.116,44.112,39.156,48.372,43.548,43.08,43.8,47.316,44.916,45.096,57.588,48.084,63.108,52.464,52.836,61.464,62.628,71.112,65.364,57.36,52.704,54.504,59.748,52.956,59.556,62.112,80.964,59.364,62.616,66.168,71.568,52.44,52.176,67.32,73.86,71.544,75.024,76.728,70.5,79.632,104.112,89.544,74.424,78.924,100.164,87.912,96.084,85.512,103.788,76.344,71.904,79.536,69.792,77.328,63.744,63.984,82.188,71.352,59.832,62.556,60.42,62.208,46.896
2019.09.05,42.54,38.856,40.872,43.332,41.592,38.724,33.9,34.692,32.064,33.252,41.904,33.216,33.744,30.528,32.844,38.388,37.572,33.84,28.716,30.18,35.484,35.568,44.88,51.228,56.16,57.984,64.548,65.616,62.184,57.324,50.412,65.16,50.184,55.308,50.184,44.688,49.992,48.072,45.684,45.876,42.396,63.312,64.812,62.844,63.288,60.24,60.708,67.092,71.172,71.328,79.956,73.704,86.28,56.376,70.464,70.404,59.724,52.764,58.944,43.392,45.648,72.78,61.824,64.584,50.892,59.544,68.496,73.8,79.788,75.132,81.24,85.104,87.696,76.488,70.188,74.748,85.572,94.164,90.876,77.52,84.708,72.816,74.1,75.42,100.056,90.612,73.692,73.536,71.664,78.672,77.328,74.28,68.52,57.924,58.644,50.796
2019.09.06,46.656,41.244,42.504,43.488,35.148,36.42,37.296,43.788,39.9,42.024,41.844,37.896,40.596,42.648,32.988,31.992,31.872,35.328,34.608,36.312,36.996,42.228,40.524,43.332,47.4,76.872,62.856,74.964,75.144,45.996,48.492,49.596,44.124,46.152,53.856,42.216,49.896,47.688,45.024,61.296,54.18,53.232,58.452,56.064,59.256,73.104,73.932,73.464,68.784,71.376,73.584,80.532,80.868,73.308,71.112,75.252,58.224,69.516,68.16,59.928,75.936,70.344,77.556,62.316,62.064,59.832,75.06,64.716,68.1,88.068,73.572,91.344,77.424,73.284,81.492,85.02,85.692,76.5,85.02,88.536,85.128,104.664,71.484,67.8,88.404,83.184,77.196,78.672,95.556,88.74,94.62,91.668,68.856,71.22,67.656,57.132
2019.09.07,57.336,46.488,52.008,52.656,43.668,48.624,49.788,41.58,36.768,40.5,33.264,33.444,46.332,32.088,38.88,33.636,31.188,36.168,30.504,35.28,37.02,40.968,45.324,46.596,51.072,58.908,68.472,61.44,52.56,56.1,52.836,53.616,68.58,57.636,78.768,64.2,52.872,50.964,55.692,48.456,67.92,67.272,67.668,67.188,71.136,70.416,76.452,87.288,99.288,83.148,75.552,74.208,93.576,90.468,89.688,73.608,80.868,78.192,74.268,70.848,75.9,85.116,60.42,67.284,77.208,77.52,75.78,64.26,73.728,76.416,79.728,83.832,90.156,87.972,72.468,93.348,99.528,88.752,99.84,94.98,100.524,105.6,103.272,86.472,107.424,91.716,91.248,94.488,77.28,72.936,66.144,80.112,86.304,67.86,74.916,71.172
2019.09.08,51.684,55.86,50.088,46.932,52.332,47.868,44.952,48.312,42.012,35.292,36.012,44.148,41.94,39.264,40.62,41.28,41.76,36.504,38.832,33.684,41.184,50.7,52.524,53.58,65.352,66.936,64.488,58.668,46.74,56.58,64.62,69.6,75.672,68.292,63.768,65.508,61.5,64.8,85.404,75.096,83.268,78.78,84.312,75.324,77.88,72.888,81.3,81.948,94.08,89.148,100.824,87.852,94.392,87.18,93.636,85.236,106.02,93.732,90.168,76.428,77.544,76.14,94.5,78.9,73.656,78.396,104.316,82.992,83.58,92.376,73.368,69.336,75.084,76.176,73.488,93.312,106.668,85.008,93.66,88.092,107.592,102.96,112.332,135.756,109.296,108.348,103.608,118.608,87.096,104.844,84.384,81.552,88.188,85.308,74.808,80.424
2019.09.09,64.26,65.472,63.876,60.936,55.62,53.412,57.276,55.164,54.444,44.736,46.884,50.796,46.608,44.076,51.348,44.304,45.336,53.712,56.196,44.4,44.712,48.264,58.512,66.324,74.448,56.688,68.244,64.296,65.52,58.032,66.72,65.532,60.696,56.724,66.564,65.388,59.364,57.648,49.176,62.136,59.772,60.384,63.648,64.716,69.96,67.704,65.58,70.536,72.648,69.012,70.872,65.388,79.812,86.604,87.588,78.192,73.668,65.232,78.612,86.352,82.812,81.72,67.692,75.6,76.392,66.348,69.348,82.644,72.888,66.012,67.464,62.916,60.096,67.08,83.004,77.784,96.276,90.504,98.208,90.864,97.44,109.44,107.46,100.008,107.868,124.02,98.4,107.916,97.98,113.424,94.392,86.028,104.088,100.392,59.808,58.512
2019.09.10,66.744,62.352,54.96,54.012,57.144,53.1,44.424,50.64,49.32,44.988,42.42,43.344,50.7,47.268,55.212,41.136,38.268,45.576,44.532,49.296,50.556,44.952,54.108,61.86,66.54,81.768,83.16,80.1,73.488,71.712,60.168,69.324,56.496,51.432,62.616,57.096,54.612,62.004,56.148,56.556,62.1,73.392,71.508,67.092,71.004,81.432,89.544,89.724,102.78,121.032,99.408,111.816,103.296,108.384,101.892,102.864,94.524,81.888,101.832,103.428,77.364,86.424,91.704,103.392,83.16,87.036,99.6,98.388,87.696,102.516,88.404,102.588,96.648,94.56,108.948,111.6,118.74,133.956,105.84,100.428,107.676,130.248,121.164,133.716,153.708,134.016,125.076,124.992,121.632,101.928,95.532,100.596,95.88,93.384,77.076,81.54
2019.09.11,79.236,87.312,74.868,71.904,69.972,64.416,62.28,57.432,66.312,65.988,63.876,69.456,67.524,59.76,68.004,60.792,61.224,77.34,72.144,61.332,59.928,71.868,63.216,78.96,77.856,93.684,82.44,80.004,70.98,75.024,66.024,65.832,66.996,58.812,63.036,64.488,63,68.76,65.82,66.156,69.456,81.324,85.992,86.232,84.492,89.064,95.844,94.812,110.028,102.708,111.528,126.06,110.112,103.476,89.76,99.084,90.912,110.352,107.688,101.736,96.552,93.06,82.164,105.24,92.988,91.512,107.292,118.284,98.772,98.424,88.2,92.064,110.004,103.992,116.028,104.052,111.564,117.612,125.58,125.016,126.816,114.516,122.844,133.86,140.448,121.656,139.128,142.08,125.472,120.06,119.184,119.172,111.444,104.7,98.124,97.392
2019.09.12,90.72,91.956,95.388,76.968,76.956,70.896,64.128,70.02,67.464,63.756,58.248,72.42,62.328,57.06,62.868,57.828,57.636,61.116,56.784,63.96,63.684,61.596,61.512,74.064,77.04,79.992,90.216,75.792,72.372,67.68,70.104,62.364,57.744,69.156,77.208,73.08,73.596,69.444,65.652,70.596,70.116,67.668,66.96,65.112,70.908,66.372,86.688,86.028,89.208,101.652,111.264,119.952,109.56,109.8,99.024,114.168,109.632,100.284,101.508,99.084,86.064,93.864,101.28,102.048,102.996,95.868,103.02,91.956,101.316,104.628,113.688,89.808,93.552,112.248,118.284,117.048,103.68,115.428,98.436,114.708,112.776,136.44,127.872,107.568,128.412,123.42,132.624,130.764,102.204,102.42,116.028,105.276,109.368,89.844,99.9,96.432
2019.09.13,94.08,81.336,80.064,73.248,75.456,64.476,60.228,63.204,60.288,54.6,54.804,56.916,51.6,66.108,55.32,58.704,50.676,60.708,53.292,52.572,58.836,52.008,56.604,50.976,63.204,69.552,65.892,59.208,54.528,74.448,74.016,79.356,79.008,78.396,85.152,81.228,83.808,74.88,81.96,93.216,87.78,85.032,98.172,95.004,103.476,106.02,107.088,117.216,116.64,115.74,114.828,121.332,137.412,131.988,125.232,108.84,102.312,106.608,115.932,122.004,111.732,100.776,98.796,94.248,97.908,99.504,104.94,101.292,96.012,106.488,127.836,113.268,103.824,98.604,98.82,127.428,107.244,121.56,124.44,126.132,134.508,138.6,140.088,123.9,122.4,123.936,126.252,137.508,120.948,120.228,113.916,122.448,115.14,114.732,94.716,84.348
2019.09.14,81.312,77.172,77.208,71.892,71.088,67.008,67.368,64.8,66.528,63.636,66.984,54.396,66.396,54.936,73.548,59.58,66.156,64.164,67.992,51.12,60.288,62.46,59.28,63.36,62.772,69.528,69.312,68.1,77.244,65.196,70.236,64.236,75.564,75.396,72.348,95.892,85.452,86.82,89.508,105.312,90.792,93.816,109.464,102.936,94.404,105.864,106.26,109.284,109.152,110.352,116.052,118.728,125.28,127.932,139.26,120.888,121.716,113.436,108.768,115.452,116.232,95.928,106.452,103.932,97.476,130.62,113.136,111.168,114.588,118.2,120.684,109.092,107.568,120.276,132.684,117.984,110.772,127.836,118.572,136.332,124.152,116.748,128.832,138.096,110.424,122.484,123.9,114.36,139.056,132.972,123.72,126.384,103.632,105.816,92.256,86.436
2019.09.15,85.656,80.676,78.828,75.768,67.596,77.964,77.052,69.396,61.776,73.836,61.308,59.028,57.6,64.896,59.34,59.16,57.528,60.588,62.796,61.248,60.948,69.564,61.404,73.356,64.716,79.812,75.708,62.496,59.172,74.556,68.652,67.956,78.624,74.22,63.84,70.836,77.652,77.004,72.168,64.224,78.144,77.736,72.816,75.396,65.556,84.144,80.88,106.86,92.34,102.24,93.492,95.904,87.588,87.096,101.916,98.628,80.772,95.664,95.484,105.588,93.276,101.556,88.992,106.884,87.54,84.708,96.132,116.388,98.424,110.136,98.196,103.596,94.332,92.796,95.772,101.22,119.208,102.804,90.264,104.112,109.752,98.88,98.436,111.432,108.912,81.144,99.504,110.388,88.68,97.356,94.92,81.48,77.352,64.92,74.724,67.356
2019.09.16,71.34,64.572,61.596,65.268,53.652,53.712,63.312,52.332,41.88,42.864,46.992,51.912,45.768,46.116,43.224,45.984,41.232,40.044,41.784,41.136,47.448,44.376,59.928,60.012,55.644,71.1,63.78,71.844,58.008,55.176,53.34,55.548,57.54,58.716,75.72,54.768,55.38,65.676,60.432,59.664,61.236,60.252,58.884,73.944,65.256,80.664,73.668,75.744,78.792,67.788,84.672,94.728,81.324,91.74,72.036,83.256,83.34,80.916,75.768,59.652,75.396,69.468,78.18,77.604,75.348,66.3,84.696,74.796,64.032,64.5,66.108,75.288,88.776,96.768,102.18,82.056,90.24,91.452,87.456,97.332,107.484,96.024,100.068,86.244,100.668,96.144,107.472,89.34,102.168,83.64,79.68,94.056,75.408,79.296,68.316,68.328
2019.09.17,58.788,59.976,59.484,60.132,68.868,57.648,50.772,50.412,52.608,55.968,52.128,54.252,47.892,48,44.328,48.888,43.644,57.888,56.256,43.416,51.204,52.428,61.26,57.42,81.396,75.384,68.976,68.916,66.372,61.224,63.348,70.68,58.008,56.232,54.48,59.196,53.436,55.428,55.884,52.2,62.136,68.58,68.364,66.984,68.076,61.428,70.188,77.772,98.448,92.652,87.708,81.336,77.964,84.156,81.228,88.116,80.232,84.456,87.432,89.292,80.508,76.32,75.48,65.94,82.308,76.788,80.052,78.492,65.988,80.196,70.008,91.092,78.456,92.868,92.796,102.792,94.512,93.972,90.984,102.348,95.28,88.332,77.484,103.764,112.632,93.132,91.044,106.08,92.172,91.224,95.724,94.308,87.756,80.82,75.324,63.996
2019.09.18,61.44,73.536,65.436,55.8,64.536,47.232,52.68,49.152,53.628,54.816,44.16,40.488,44.292,51.024,48.624,42.096,43.8,53.064,47.892,48.42,47.7,47.076,55.152,63.864,67.86,83.244,63.42,51.504,60.648,61.356,63.108,58.476,53.724,57.54,54.828,65.448,48.84,52.632,53.904,51.312,61.452,63.636,58.884,71.676,64.98,57.684,64.692,61.404,79.068,88.632,91.788,63.444,76.224,62.136,67.212,70.872,73.668,71.556,79.248,62.388,70.584,68.16,62.064,76.044,61.32,62.976,66.744,58.38,67.608,77.76,81.336,72.84,64.776,82.968,85.584,86.1,85.128,102.744,83.58,81.696,95.82,95.592,75.324,79.32,101.424,86.604,82.02,84.252,66.84,62.364,66.984,59.664,66.636,72.888,56.184,55.248
2019.09.19,54.396,50.784,48.828,41.184,45.636,47.532,55.332,44.28,42.924,41.256,42.24,43.896,40.248,42.852,43.092,35.172,36.36,37.332,39.06,33.264,38.808,33.252,50.472,65.7,65.532,59.208,68.688,65.928,56.292,44.352,55.092,49.62,53.052,47.688,42.696,43.536,49.5,50.604,51.684,48.288,46.188,48.108,47.652,56.616,53.1,53.412,48.924,52.572,71.988,73.296,66.48,76.02,78.468,75.852,87.12,69.444,52.584,76.848,59.136,67.92,69.312,65.592,63.072,70.32,78.576,60.384,55.848,62.46,62.232,54.636,59.34,64.836,72.864,76.896,82.104,79.26,83.556,80.1,82.848,66.636,83.184,74.172,79.74,73.692,92.868,91.752,82.272,78,74.34,68.916,76.848,61.416,57.948,49.236,46.932,51.936
2019.09.20,46.548,43.752,33.108,37.188,39.132,39.576,37.284,37.416,36.432,37.068,39.912,33.168,37.428,39.408,36.612,29.904,34.476,36.444,38.868,37.344,40.128,35.232,40.956,40.416,69.564,76.764,54.468,60.132,63.888,56.82,56.208,59.76,47.268,46.476,56.724,46.092,50.076,45.432,44.424,46.296,48.696,50.58,57.384,45.72,56.832,55.092,74.7,55.668,54.54,47.172,53.724,52.188,66.9,60.732,68.904,58.152,63.888,78.96,62.604,51.252,52.908,50.052,65.868,58.44,55.392,44.028,52.536,55.848,54.42,64.884,55.224,52.764,87.78,77.58,92.028,82.596,66.216,89.088,78.72,60.684,85.344,70.764,85.584,64.476,65.64,80.712,90.384,88.716,96.66,69.3,65.04,54.9,59.544,57.876,64.86,62.364
2019.09.21,63.06,50.796,55.488,49.08,43.524,38.508,41.088,41.46,44.112,41.016,43.464,33.192,34.74,33.156,35.112,33.432,31.296,32.028,34.08,34.752,48.432,44.124,40.608,43.896,44.784,62.148,54.264,57.732,45.972,58.98,47.916,52.44,57.312,50.124,46.632,54.54,51.504,44.58,49.08,65.592,62.832,51.876,50.184,64.536,58.992,53.724,55.644,62.496,53.628,65.268,67.716,78.444,72,53.556,45.96,48.12,58.896,42.132,59.4,57.204,70.176,72.936,57.996,58.296,49.908,59.82,57.648,62.784,52.716,71.316,70.008,66.672,77.196,67.644,83.628,62.34,75.24,78.528,71.844,79.632,62.316,68.472,62.28,52.02,83.88,89.376,68.724,53.064,59.736,65.004,50.628,62.076,68.112,52.32,56.58,55.62
2019.09.22,52.296,49.368,44.304,42.456,46.092,38.82,39.924,33.924,31.572,34.5,35.364,35.892,28.116,29.568,32.736,34.152,32.736,34.92,30.648,30.156,31.884,28.092,31.5,34.728,61.896,49.896,67.188,59.58,48.348,49.164,53.832,48.18,41.352,44.472,44.748,60.864,45.504,54.948,49.044,50.256,49.548,54.792,57.336,54.48,50.208,51.192,53.616,68.364,63.672,62.1,52.296,59.904,53.316,55.092,52.308,59.22,55.884,52.44,51.084,54.744,59.46,80.916,61.332,68.424,70.176,64.008,75.492,47.652,53.508,60.444,63.516,64.728,73.248,77.076,75.72,87.672,73.248,56.136,55.116,69.516,75.576,71.22,64.44,65.448,65.34,71.136,63.204,80.76,62.316,60.072,59.58,56.724,50.232,48.096,47.304,53.328
2019.09.23,37.584,30.504,31.704,34.836,32.124,33.372,33.636,32.952,30.972,33.456,28.764,26.268,29.568,32.64,26.688,25.92,27.264,31.452,36.372,37.992,33.48,34.164,35.664,53.952,68.376,78.876,58.584,59.196,61.392,46.44,53.28,50.808,41.712,41.724,43.044,43.056,41.928,40.788,36.972,48.276,57,40.572,49.188,48.36,44.652,46.476,50.364,49.272,66.948,60.816,56.652,59.388,59.304,47.136,49.164,41.4,51.204,49.704,52.476,53.832,57.372,56.832,49.176,60.084,50.844,47.544,52.344,60.828,63.192,75.408,57.66,68.736,79.236,71.436,65.088,69.396,69.228,80.388,78.708,77.844,74.532,87.588,83.496,75.852,59.88,78.336,68.508,60.3,67.584,72.648,76.812,56.748,69.492,51.456,42.756,40.428
2019.09.24,37.08,36.54,40.836,42.372,51.864,32.568,29.472,31.932,27.852,29.964,26.484,27.012,30.192,27.564,28.068,27.3,29.448,32.088,33.48,33.372,34.872,35.916,41.34,48.996,49.32,63.648,62.472,65.28,64.212,63.084,48.468,44.976,43.716,38.868,44.784,39.312,39.108,45.24,45.816,39.252,38.664,41.136,47.748,55.836,52.368,42.852,63.708,66.888,55.416,62.868,51.12,47.844,49.284,56.952,69.408,59.856,65.328,54.12,48.3,48.768,45.756,66.564,60.996,65.124,68.868,55.368,48.3,56.22,62.472,65.712,54.216,70.62,90.708,68.256,72.924,81.948,70.044,65.064,80.136,76.152,81.828,81.384,77.748,74.496,67.164,82.248,74.976,62.364,63.012,62.832,77.112,64.716,52.104,51.096,40.152,44.52
2019.09.25,44.64,42.504,37.788,42.948,39.108,34.044,38.928,40.8,31.428,33.3,27.792,29.364,27.444,25.716,27.48,29.664,43.224,30.744,33.612,31.704,34.32,36.528,36.96,54.948,54.96,55.416,59.82,63.648,60.648,58.644,67.452,44.148,43.836,61.176,45.768,50.268,44.196,38.472,38.556,37.86,48.42,49.932,46.356,55.776,57.36,51.648,47.4,53.688,44.652,52.128,63.528,56.412,46.428,47.16,56.184,63.06,67.392,55.188,69.336,41.508,70.872,50.328,46.548,46.632,46.236,52.284,78.984,81.588,53.82,53.868,49.2,74.544,71.568,62.412,70.872,84.24,88.356,82.488,76.788,69.264,72.24,70.656,78.648,64.956,80.868,73.02,82.536,78.084,60.9,64.776,57.804,69.756,54.228,61.968,49.308,36.228
2019.09.26,36.576,38.028,35.46,33.828,34.74,30.672,29.748,31.428,27.384,31.812,29.844,30.768,27.732,36.204,28.488,28.764,29.868,30.948,26.376,27.528,28.56,33.756,34.38,50.052,55.248,69.012,65.676,62.196,68.784,55.752,58.452,46.092,45.168,39.576,50.484,40.08,45.78,47.892,34.596,40.932,50.808,47.076,45.996,43.788,48.12,45.432,55.32,57.384,52.584,74.088,65.088,66.948,60.444,59.676,74.988,82.392,56.604,66.42,68.292,47.976,61.74,50.076,62.364,53.904,68.7,62.832,58.764,85.74,66.06,55.848,64.116,68.832,62.928,72.204,62.04,70.2,65.892,91.464,65.568,81.228,75.3,75.852,80.832,70.608,76.8,79.98,80.808,72.744,76.236,59.064,72.732,63.672,60.672,54.636,61.644,57.78
2019.09.27,46.968,41.304,40.416,55.368,41.076,40.968,39.024,42.528,41.16,33.744,36.384,33.72,30.516,32.7,28.068,31.908,28.596,38.34,33.408,31.356,35.232,36.084,31.752,46.056,56.52,68.868,68.832,75.252,71.652,56.904,56.436,54.684,43.2,52.44,45.804,52.776,49.332,43.32,42.144,50.688,45.684,56.64,48.6,51.744,51.18,56.544,52.428,60.516,57.024,66.9,78.084,63.288,57.696,45.492,60.228,43.944,48.18,53.964,51.912,49.488,53.16,59.964,62.172,62.616,54.456,55.992,68.292,59.4,53.724,70.44,64.212,61.764,88.572,67.584,71.892,70.872,65.232,69.168,79.32,78.624,64.5,68.616,83.724,79.128,61.788,81.036,84.348,62.532,59.664,71.208,67.848,54.156,51.144,53.748,52.824,50.34
2019.09.28,45.576,55.188,57.444,41.676,42.804,46.296,43.848,38.028,41.412,33.108,30.936,33.696,34.164,34.392,31.692,29.928,34.368,33.132,33.168,36.492,41.856,40.14,36.66,44.424,44.808,59.916,62.376,47.844,51.312,48.516,49.92,50.544,42.54,53.16,49.476,40.32,49.536,49.464,48.312,48.324,49.356,53.952,65.448,63.252,63.972,67.392,67.776,89.1,62.916,69.024,70.068,61.62,70.86,66.384,70.704,51.276,61.512,66.78,64.872,74.46,46.452,45.156,59.916,65.316,64.932,51.432,77.112,62.412,71.808,62.28,57.528,80.4,70.668,65.328,73.152,71.976,67.848,73.512,75.096,70.416,61.368,68.808,77.04,63.72,76.02,85.2,76.572,68.1,68.664,62.868,62.64,60.924,65.16,53.088,54.696,52.524
2019.09.29,55.356,53.052,42.204,38.184,40.74,43.956,34.044,34.32,35.88,32.508,35.376,31.668,31.284,31.296,37.104,34.044,27.804,31.716,38.256,33.072,39.408,39.036,43.44,48.768,58.608,58.044,65.928,57.768,54.336,58.668,66.84,49.896,46.428,46.608,46.836,42.96,44.568,46.14,54.9,47.82,48.9,56.496,47.712,57.156,56.352,46.584,60.984,70.248,84.948,72.048,47.58,50.208,73.224,58.128,59.556,63.108,53.88,56.58,56.88,51.408,67.26,61.248,60.324,70.188,59.676,62.16,68.52,76.668,71.604,72.144,68.94,102.588,90.768,90.852,92.964,71.796,86.604,62.28,76.272,77.928,71.376,67.74,103.152,91.68,89.772,77.316,61.848,78.9,77.328,62.676,64.752,61.788,50.1,60.06,44.316,52.284
2019.09.30,52.14,52.188,48.924,39.432,42.984,35.64,39.024,44.34,38.352,33.432,29.652,34.476,31.944,31.92,34.692,32.928,28.032,31.104,34.728,33.6,31.164,40.404,40.68,48.588,59.556,69.744,70.392,66.828,63.6,64.272,67.44,61.224,45.936,57.06,53.736,47.172,50.064,46.452,46.116,48.336,48.996,48.876,53.796,60.768,68.712,56.436,53.976,61.38,78.48,70.608,82.764,78.552,55.992,55.236,67.212,68.916,69.084,65.472,53.724,58.344,62.484,50.388,73.944,66.48,68.628,68.1,62.964,69.936,74.604,74.376,74.832,67.752,62.808,78.816,84.696,90.852,67.5,84.564,87.144,89.532,62.316,73.56,75.924,63.732,66.96,78.792,75.036,72.684,59.964,79.764,87.396,60.816,74.964,60.972,57.012,58.56
2019.10.01,51.516,61.62,39.396,40.14,39.744,40.764,40.416,35.808,36.6,35.46,35.736,33.156,36.144,33.264,31.104,48.18,31.32,35.064,36,37.224,34.752,41.808,48.444,45.06,55.176,61.74,54.708,48.624,59.508,52.68,66.972,56.64,59.184,54.252,52.476,54.78,56.028,49.5,58.152,64.38,65.184,58.536,57.804,58.092,55.644,62.76,55.476,51.108,62.58,60.156,48.252,52.884,81.924,66.192,43.836,60.156,53.532,53.292,48.852,53.28,62.844,54.48,62.952,54.996,54.108,45.504,54.864,70.668,62.784,63.756,54.108,47.832,62.088,71.076,70.908,66,75.288,59.46,59.724,77.532,83.064,67.056,63.42,68.028,78.816,57.276,67.632,74.004,63.84,77.568,47.94,56.148,60.156,61.452,44.268,46.308
2019.10.02,47.664,42.852,44.796,41.628,34.548,37.164,37.752,35.616,32.004,27.312,29.016,26.748,29.796,27.072,32.364,28.68,40.536,25.104,26.724,27.996,33.504,29.388,37.464,45.78,41.46,52.824,47.952,42.156,53.532,52.44,46.428,34.404,42,47.844,44.316,46.872,53.952,46.476,63.576,57.096,59.34,53.244,60.54,55.92,56.496,54.12,55.164,76.488,78.648,65.568,66.564,55.608,50.808,48.828,56.7,57.804,55.704,45.9,47.448,45.66,60.516,58.164,61.884,44.628,58.332,53.256,85.728,58.824,59.124,64.236,63.564,68.868,76.428,72.66,56.532,59.088,83.004,60.132,74.34,74.508,74.04,76.488,91.488,77.724,71.664,78.828,60.072,60.432,55.056,66.288,84.096,67.896,55.572,68.604,43.344,50.424
2019.10.03,43.344,42.348,42.936,42.276,35.316,39.228,45.936,39.336,36.18,45.744,38.172,30.372,32.088,30.12,32.256,29.76,30.912,32.676,28.524,38.232,39.036,33.732,39.3,55.668,53.616,60.48,52.872,49.848,50.628,63.852,46.296,42.816,44.328,41.796,49.764,53.004,40.728,49.416,48,50.268,52.8,54.48,60.84,62.904,66.552,54.6,60.288,63.864,74.916,74.664,65.112,72.216,79.476,74.604,78.108,67.548,82.452,69.012,59.556,71.784,59.352,70.236,56.268,72.048,61.02,70.452,100.608,73.404,84.96,83.052,64.848,64.74,69.732,68.952,75.108,70.404,78.888,77.4,87.648,70.488,76.284,77.088,66.192,73.296,66.3,68.04,72.816,80.58,74.556,63.588,75.12,65.484,77.664,77.976,63.108,57.468
