data/time,0:00,0:15,0:30,0:45,1:00,1:15,1:30,1:45,2:00,2:15,2:30,2:45,3:00,3:15,3:30,3:45,4:00,4:15,4:30,4:45,5:00,5:15,5:30,5:45,6:00,6:15,6:30,6:45,7:00,7:15,7:30,7:45,8:00,8:15,8:30,8:45,9:00,9:15,9:30,9:45,10:00,10:15,10:30,10:45,11:00,11:15,11:30,11:45,12:00,12:15,12:30,12:45,13:00,13:15,13:30,13:45,14:00,14:15,14:30,14:45,15:00,15:15,15:30,15:45,16:00,16:15,16:30,16:45,17:00,17:15,17:30,17:45,18:00,18:15,18:30,18:45,19:00,19:15,19:30,19:45,20:00,20:15,20:30,20:45,21:00,21:15,21:30,21:45,22:00,22:15,22:30,22:45,23:00,23:15,23:30,23:45
2019.10.04,54.096,53.208,52.008,44.808,42.528,48.288,47.856,41.544,40.68,34.296,36.396,38.232,34.752,34.836,41.82,34.164,35.544,32.472,35.028,33.12,29.172,40.788,42.576,47.772,45.888,59.592,49.608,48.588,41.676,55.512,60.792,58.488,52.74,53.748,47.016,67.572,60.792,54.204,55.896,62.208,57.924,66.096,70.656,65.88,72.252,68.316,71.004,72.864,94.524,101.736,94.704,90.072,93.24,80.292,95.784,82.008,61.896,61.356,65.664,71.34,58.152,60.948,57.756,66.384,67.644,60.936,59.928,85.776,62.112,57.816,81.54,88.788,77.832,87.36,84.9,69.9,71.916,83.484,77.64,77.352,80.784,70.908,61.62,64.992,84.372,71.34,75.66,72.288,65.256,80.652,83.616,63.84,65.892,59.136,57.732,59.592
2019.10.05,54.768,48.804,46.452,41.496,45.54,40.548,40.596,45.708,46.572,38.484,38.352,36.54,42.816,39.336,31.644,45.384,31.8,33.54,38.88,28.776,30.684,42.984,43.704,47.172,47.388,58.98,51.444,56.34,44.256,43.188,45.9,52.176,53.988,48.324,46.272,53.388,44.508,45.612,51.876,52.428,55.872,55.152,53.94,58.812,44.292,56.472,54.444,62.136,64.332,60.384,51.972,48.78,49.944,47.832,62.148,66.816,68.484,63.252,66.792,55.956,49.656,44.532,51.108,43.836,51.96,54.828,45.504,62.472,53.7,48.984,59.352,61.452,62.184,67.716,75.048,68.34,73.536,57.804,71.52,62.28,67.224,71.964,54.888,56.292,70.704,68.244,69.336,72.66,72.564,73.116,63.672,63.18,51.288,52.8,42.324,45.72
2019.10.06,33.012,36.72,37.464,28.728,28.656,29.604,31.716,33.132,35.64,25.932,28.26,24.816,27.408,25.632,31.14,24.924,26.484,26.964,29.1,33.756,33.084,29.928,36.72,43.404,35.112,59.016,59.208,45.888,37.536,34.476,43.584,42.06,49.38,49.404,47.1,47.736,47.196,41.076,42.384,38.316,52.068,50.148,60.66,52.824,55.764,49.908,49.668,42.912,52.944,53.88,48.612,57.336,58.572,39.804,58.128,73.92,57.684,55.68,44.784,51.54,47.832,58.524,71.604,57.252,48.096,73.14,58.308,51.348,54.036,66.66,52.908,67.416,65.004,74.22,61.752,63.096,71.976,76.032,80.928,67.836,63.516,69.252,67.968,71.112,50.604,70.212,57.552,61.944,72.108,70.512,48.528,55.344,50.916,46.464,40.596,40.212
2019.10.07,39.492,39.576,39.636,33.972,29.328,33.012,32.88,31.392,29.292,27.648,28.248,27.96,24.108,29.376,22.872,24.996,22.428,26.592,30.372,31.752,29.688,33.42,35.04,42.6,53.52,48.552,52.62,49.536,42.756,30.42,34.656,42.84,44.832,50.256,43.584,47.556,50.46,52.32,50.976,59.964,52.812,58.524,57.936,58.464,65.136,71.232,55.932,59.868,66.828,66.72,67.116,54.216,57.084,63.048,48.876,57.192,57.6,69.564,58.752,51.228,47.46,67.056,42.048,59.472,61.404,42.48,49.476,75.396,66.336,60.576,71.532,72.852,85.02,85.608,66.3,70.752,71.34,66.12,62.832,73.728,70.98,69.504,57.324,78.66,57.084,70.392,75.576,65.472,62.844,72.168,61.5,72.276,47.22,40.092,40.86,47.664
2019.10.08,36.84,39.432,38.724,37.008,31.656,35.028,28.332,42.432,32.472,28.728,25.128,26.94,31.668,26.748,27.408,26.7,29.376,32.328,32.1,31.2,35.628,48.66,35.208,36.156,53.424,56.736,75.828,69.948,47.016,49.776,46.548,52.188,38.724,40.98,40.284,38.544,36.648,46.752,36.936,39.264,43.176,52.776,41.34,44.424,43.824,46.188,40.284,44.256,47.196,63.864,51.912,50.904,40.524,69.06,51.816,57.24,51.9,51.144,58.68,46.356,50.304,36.732,52.608,50.532,47.556,69.66,48.408,63.528,53.304,58.92,63.804,76.284,68.256,67.944,82.476,67.8,64.824,92.64,71.928,70.512,68.184,84.156,55.2,76.668,91.872,76.392,63.336,72.948,54.804,52.728,57.06,60.54,73.668,45.552,57.696,35.208
2019.10.09,35.004,36.78,31.524,30.84,30.156,29.94,32.832,30.768,25.236,26.508,34.944,28.896,27.504,22.296,22.956,25.356,23.076,31.992,32.676,29.616,30.672,39.768,33.984,38.328,53.412,69.96,77.352,55.608,55.152,49.02,54.684,46.608,42.06,58.668,43.464,42.552,40.728,34.5,39.588,45.732,41.016,45.108,43.536,46.464,39.048,50.676,42.708,50.664,56.292,53.628,51.516,70.248,51.696,50.796,49.824,49.212,43.836,42.9,48.3,52.08,37.176,53.424,52.416,39.3,48.48,64.884,56.304,57.876,45.048,68.208,66.612,56.604,69.576,71.268,59.784,79.368,79.56,59.64,87.264,76.464,85.872,61.62,65.052,62.58,79.512,70.92,58.968,73.68,65.604,86.16,55.032,51.504,49.224,38.88,51.912,45.516
2019.10.10,38.388,36.744,28.404,29.544,32.46,26.592,32.496,35.7,35.472,45.192,33.828,24.984,23.976,37.356,26.328,25.596,22.5,31.26,29.352,30.816,29.724,35.664,47.88,53.688,65.448,60.948,62.724,55.86,50.748,64.164,51.468,52.68,54.936,46.092,37.5,38.628,36.06,51.72,37.596,43.872,42.972,45.996,43.584,45.756,55.956,49.62,53.94,45.936,60.3,63.612,50.052,44.868,52.536,70.764,55.836,40.86,54.6,41.628,41.988,56.22,34.86,42.36,46.8,46.452,41.976,44.424,67.08,56.124,57.528,55.56,73.836,70.308,67.836,76.176,97.212,72.036,70.044,90.804,77.832,57.912,64.884,70.08,80.652,59.04,74.508,79.512,82.368,66.396,56.928,69.384,50.172,45.684,61.14,48.684,43.836,37.5
2019.10.11,46.032,63.6,32.976,37.464,40.896,36.048,31.044,35.736,30.156,32.808,34.008,29.784,31.536,30.72,29.928,26.112,26.16,25.908,35.544,42,44.976,49.68,39.204,42.756,40.956,45.624,63.636,64.68,57.096,48.3,55.152,47.028,45.9,42.684,34.296,39.6,42.312,36.384,34.212,35.736,59.088,48.324,41.82,50.1,44.46,50.328,48.432,64.5,56.304,60.792,55.236,55.98,48.18,43.296,62.172,53.904,36.012,54.672,63.036,57.576,66.624,65.388,53.268,40.032,69.444,57.936,46.332,60.876,70.404,67.62,64.296,74.196,80.568,76.428,82.176,79.26,77.112,71.64,69.888,79.716,65.4,76.548,69.204,58.272,70.272,89.46,79.608,68.652,62.4,58.644,59.58,59.856,42.204,41.604,39.324,31.212
2019.10.12,36.54,38.412,34.98,34.152,30.54,33.72,36.612,29.472,31.344,28.212,28.296,42.012,26.304,28.956,23.076,22.5,25.872,25.92,26.856,27.42,29.376,33.588,34.596,33.72,46.02,69.492,55.2,44.16,44.052,54.648,48.54,48.696,41.004,48.144,41.136,36.948,50.676,42.78,40.416,41.364,45.408,43.788,41.04,45.828,49.788,56.064,46.932,52.848,60.276,54.816,46.908,50.748,47.628,54.852,59.028,59.136,69.888,65.664,46.368,59.532,56.7,56.484,52.188,59.616,62.124,62.364,49.5,52.188,77.64,66.18,80.688,67.716,76.452,87.264,81.66,61.896,90.132,72.372,76.02,72.096,60.336,70.368,70.944,79.632,79.26,71.976,81.048,66.84,70.14,72.264,52.032,58.536,53.352,53.976,46.584,48.264
2019.10.13,45.744,39.372,35.04,37.092,33.072,33,30,30.444,28.62,30.9,26.316,24.456,27.348,36.588,38.532,23.844,29.088,25.524,24.3,31.332,27.096,30.072,28.8,32.784,51.552,50.472,64.092,54.024,51.516,42.168,50.592,43.488,36.972,48.564,44.484,48.3,44.772,46.2,52.8,52.272,49.212,50.82,43.848,48.732,56.964,49.236,52.524,61.104,44.76,62.652,60.276,57.948,57.192,42.276,43.752,74.448,53.376,61.536,56.28,53.76,62.172,47.316,58.296,63.108,59.844,61.848,61.812,51.42,64.248,65.928,74.16,73.248,68.04,65.088,59.388,74.736,88.248,66.528,68.112,76.764,63.048,75.84,68.904,60.156,77.556,80.748,80.604,69.528,65.748,57.432,52.992,51.456,52.656,51.168,44.364,34.128
2019.10.14,32.82,29.004,34.188,42.816,30.72,29.592,30.24,30.132,30.9,27.912,26.58,26.328,25.896,28.08,25.008,29.484,24.432,22.356,31.392,30.264,28.176,32.064,30.084,48.12,49.836,60.528,62.94,58.524,51.792,41.148,46.824,38.22,48.996,43.308,38.448,59.664,42.708,38.172,48.048,41.88,49.056,47.256,45.264,45.792,46.308,53.04,45.192,75.9,59.064,57.384,50.112,49.212,64.2,51.048,38.112,52.548,35.94,35.64,63.912,48.816,52.932,47.604,42.216,54.132,51.132,44.052,54.252,67.248,56.064,60.708,73.38,77.964,79.536,79.464,71.784,75.96,60.816,79.476,81.792,63.9,80.148,55.836,76.824,77.1,62.052,61.08,61.788,59.088,89.028,57.612,53.568,50.568,55.536,52.968,52.344,41.052
2019.10.15,41.22,33.636,44.364,28.848,27.972,28.236,29.892,28.968,28.2,27.636,26.424,25.296,30.024,25.14,27.9,26.436,26.304,30.504,28.2,37.284,31.536,51.96,33.912,34.164,62.892,58.524,56.316,55.308,50.88,51.216,62.532,47.328,45.156,34.668,35.412,35.328,41.604,35.7,41.232,37.788,43.56,41.652,41.52,47.952,43.512,44.916,47.808,72.696,54.372,55.332,57.276,58.62,46.656,55.656,51.816,45.756,54.528,57.132,55.488,54.324,55.884,49.152,63.744,61.116,49.356,44.712,64.476,63.36,66.564,68.976,88.92,72.432,76.788,85.584,79.608,76.704,89.004,84.54,87.48,70.668,80.892,66.54,85.608,85.272,93.72,81.756,81.3,74.364,81.012,60.564,65.904,72.696,50.868,55.368,52.356,53.28
2019.10.16,45.3,44.184,42.072,31.632,32.664,30.936,26.916,29.16,29.28,26.94,22.56,22.068,28.092,25.788,21.684,22.488,25.32,26.616,25.116,31.368,22.968,36.144,52.488,55.752,50.916,65.652,68.844,66.276,46.344,48.348,45.372,45.216,44.94,44.4,41.4,36.564,37.308,40.632,45.06,37.008,47.652,42.696,46.116,47.52,45.996,54.48,68.124,64.86,55.164,60.264,60.804,66.18,51.54,55.536,48.996,34.98,45.048,39.516,52.488,70.776,54.036,42.78,52.26,65.34,47.436,55.056,50.76,75.252,46.728,48.84,70.836,69.312,62.484,72.396,84.9,86.748,93.048,79.656,77.544,91.68,83.304,80.052,74.856,62.424,81.024,80.688,82.608,70.704,58.248,56.652,58.032,73.944,49.464,52.668,55.404,49.668
2019.10.17,41.052,37.62,37.236,35.448,31.548,32.016,25.62,32.424,31.272,27.504,27.204,32.112,23.808,39.408,21.912,22.404,25.068,23.04,23.364,27.336,30.552,34.092,30.852,43.596,46.716,59.82,76.476,77.808,61.26,49.644,55.656,52.548,40.8,43.932,42.732,36.072,36.6,51.408,44.496,55.476,42.636,52.164,49.488,48.816,55.284,49.188,44.856,45.072,60.78,56.928,67.44,53.952,60.108,43.968,40.56,50.988,39.564,68.172,38.16,52.032,34.308,41.784,45.876,50.748,52.752,51.444,60.9,67.764,51.6,67.152,70.296,67.584,80.664,89.52,87.816,76.452,64.464,70.308,93.564,64.248,66.372,75.66,75.312,72.384,72.348,80.556,97.284,65.208,76.68,56.808,64.404,48.06,46.704,64.428,56.7,42.54
2019.10.18,35.46,30.264,29.64,28.26,27.48,29.076,26.832,25.056,26.316,23.724,26.796,23.58,27.492,26.796,22.392,43.56,25.932,27.828,32.364,26.952,34.092,26.016,34.824,44.148,53.208,60.372,57.66,56.292,59.796,48.024,43.164,57.192,50.124,44.652,43.812,38.88,44.544,38.472,36.54,37.32,58.74,47.256,50.796,52.332,41.604,44.544,47.724,66.06,58.86,66.516,52.644,50.904,38.256,49.92,53.724,57.924,56.304,36.732,64.896,42.996,46.464,51.432,43.416,74.136,38.94,56.712,61.392,68.376,57.06,66.408,93.336,85.728,66.492,67.932,66.084,65.652,76.752,80.148,76.968,68.844,72,82.548,86.244,77.112,70.632,68.88,72.996,78.504,59.988,61.32,63.048,54.42,70.5,52.692,58.884,38.952
2019.10.19,35.76,40.932,38.484,38.28,37.236,31.644,30.228,29.664,30.036,32.136,25.236,25.992,26.976,22.656,22.728,19.392,37.548,21.372,24.816,26.916,31.188,30.468,29.184,34.344,46.764,51.72,50.328,75.012,43.02,43.476,50.304,46.656,45.396,56.928,40.524,49.704,38.424,53.448,40.728,40.044,44.292,62.016,54.36,64.932,61.464,54.816,47.508,52.8,43.392,45.3,62.496,54.192,59.952,49.08,65.364,52.944,59.196,58.5,38.256,50.892,36.852,46.5,68.04,58.524,50.4,56.364,44.208,55.728,53.712,59.196,65.4,56.352,88.416,76.908,53.232,85.908,74.832,48.348,68.196,67.644,48.984,63.132,72.876,51.612,61.5,75.708,79.032,60.912,78.804,47.52,63.708,53.856,54.492,55.128,51.06,42.84
2019.10.20,39.456,30.768,31.476,30.108,31.368,26.28,25.176,38.088,28.86,24.804,31.212,28.08,40.104,25.512,24.24,25.368,24.396,25.98,27.756,34.224,28.188,27.468,30.552,36.516,42.9,52.908,55.008,53.316,46.068,49.908,51.324,49.8,35.544,31.332,57.648,41.364,43.632,45.396,45.288,43.38,45.972,52.308,44.76,59.148,57.528,54.468,53.208,57.192,78.072,55.476,55.188,53.22,48.744,60.552,55.788,37.92,62.424,57.528,51.924,54.924,54.72,45.084,38.76,62.16,56.328,50.268,47.376,70.884,61.932,57.408,62.436,86.892,84.18,64.524,79.116,70.644,72.204,71.82,69.372,77.184,77.124,67.488,74.64,67.164,80.988,75.144,77.532,50.928,52.068,58.044,70.02,74.352,48.264,45.504,48.48,42.516
2019.10.21,34.08,35.424,36.972,26.352,38.868,28.164,28.464,29.316,27.84,22.26,22.74,24.804,27.768,21.276,25.704,24.012,38.7,20.268,27.24,26.088,31.632,31.596,31.248,41.088,46.788,75.768,68.22,62.412,54.384,54.468,65.34,54.636,46.92,45.852,43.824,38.904,58.188,40.236,41.112,39.252,45.528,50.532,55.2,53.604,50.46,56.208,44.088,56.964,64.284,41.964,53.316,60.264,61.632,45.048,68.184,52.2,49.56,43.992,44.028,41.532,41.364,43.152,48.936,54.564,55.524,46.008,55.944,73.62,51.12,64.956,87.528,92.22,78.72,74.7,88.524,69.972,93.756,78.948,64.344,78.684,68.748,80.868,73.332,63.648,88.104,75.876,63.636,81.12,85.572,54.792,51.996,59.424,67.14,76.356,49.428,47.472
2019.10.22,36.168,39.816,36.144,28.26,32.46,32.664,29.688,30.816,28.596,32.244,24.24,24.744,25.224,28.764,23.076,24.408,23.676,23.988,33.9,28.032,29.292,33.216,34.356,37.92,43.872,60.036,61.716,68.652,54.096,62.016,48.204,39.156,45.828,51.48,57.576,40.224,46.272,49.668,37.812,51.12,42.48,46.824,53.628,51.144,44.484,53.7,61.404,68.784,64.188,55.668,51.444,36.228,46.14,42.828,50.124,49.668,54.216,45.516,49.248,68.964,42.792,56.148,52.02,51.048,45.384,61.14,77.784,48.12,56.88,64.68,55.776,86.412,87.696,80.172,84.396,84.204,76.74,75.024,77.952,63.036,80.124,72.684,66.408,65.34,66.816,75,80.844,68.7,72.192,70.932,61.188,54.552,49.236,44.64,48.48,37.788
2019.10.23,39.864,35.844,37.104,31.524,32.412,26.628,27.516,31.428,24.36,23.688,24.864,28.824,22.02,24.54,26.184,27.264,27.108,27.024,25.02,29.604,32.4,37.308,45.936,40.404,42.024,70.932,52.704,59.832,48.516,51.66,46.776,56.292,46.524,48.756,45.768,53.508,44.496,45.108,44.172,46.392,46.164,40.044,45.108,46.704,42.948,44.1,47.82,69.78,61.272,54.804,61.62,52.248,45.696,54.228,53.94,48.336,43.812,48.492,52.596,40.128,52.32,49.848,58.452,53.412,51.552,37.896,58.884,54.444,67.212,64.248,61.308,84.864,82.38,83.856,81.36,82.764,75.24,62.928,64.488,77.592,72.456,78.744,60.312,68.628,72.324,86.424,77.7,61.98,63.264,68.4,57.9,54.648,60.756,37.296,33.576,35.46
2019.10.24,32.34,32.448,30.672,40.188,32.184,27.096,25.224,28.536,23.04,27.828,27.588,26.352,26.592,27.756,25.02,29.724,27.192,32.148,30.024,32.916,27.684,31.968,31.332,37.872,40.212,60.396,54.024,69.192,68.136,51.564,45.204,42.36,43.056,45.36,52.86,44.328,40.764,37.62,43.14,41.292,41.328,48.936,41.424,49.908,51.672,49.512,45.096,43.212,54.708,68.964,40.488,56.568,46.836,43.38,48.492,49.128,61.224,59.124,55.176,48.36,53.388,53.628,53.784,53.772,67.62,39.012,41.256,60.996,62.784,62.964,67.968,79.008,79.464,78.852,60.744,62.232,78.648,62.496,70.428,67.152,63.156,66.216,72.528,71.4,59.628,75.156,70.032,65.76,62.592,58.176,60.108,58.464,61.476,44.292,36.3,53.184
2019.10.25,30.096,36.684,30.6,28.788,34.584,26.448,31.116,45.24,27.744,25.524,29.364,21.24,27.864,23.604,27.144,28.608,23.088,21.708,25.152,29.988,25.272,41.556,34.248,40.752,39.804,67.116,59.472,60.036,71.304,50.964,49.884,39.336,47.748,57.444,40.176,41.124,38.832,37.824,34.236,46.992,41.316,52.164,49.992,46.356,44.976,56.712,48.84,68.388,65.208,58.536,47.316,58.56,54.396,55.092,56.004,45.852,34.608,60.924,44.004,50.484,53.784,50.004,43.44,54.948,58.764,47.376,64.812,68.508,71.076,83.484,52.26,76.56,67.152,72.948,76.368,85.44,67.404,75.408,78.132,66.972,81.876,80.64,70.44,65.976,79.716,50.736,86.628,65.688,77.724,60.168,66.372,60.888,48.216,52.788,43.044,44.76
2019.10.26,34.344,27.192,25.716,35.388,28.812,27.9,27.816,29.004,24.24,28.476,25.152,23.16,24.312,25.356,22.824,24.636,27.624,22.716,23.604,37.908,24.492,21.576,41.352,42.732,43.224,52.032,50.892,41.484,50.196,42.612,45.972,47.676,46.332,38.364,44.484,51.828,48.168,46.98,42.66,48.912,42.432,39.12,46.188,55.704,48.06,66.192,54.048,59.94,69.456,40.26,41.964,46.812,57.492,61.8,38.94,49.008,43.992,43.356,55.872,55.524,45.324,46.776,51.864,49.848,36.492,40.812,61.356,61.728,81.324,78.456,65.244,82.644,75.444,80.904,80.088,92.316,73.68,78.144,67.092,83.028,79.512,71.544,83.46,71.964,60.252,81.576,72.12,77.196,60.264,54.168,42.18,58.176,44.496,49.62,57.132,46.32
2019.10.27,57.588,45.228,35.184,31.56,35.928,29.556,33.108,30.288,28.08,38.64,26.508,26.22,27.528,22.86,24.984,21.936,23.412,25.104,21.804,23.616,26.484,23.916,30.924,46.872,41.892,54.156,58.248,59.544,49.8,51.756,43.752,43.536,47.82,39.12,35.28,35.076,43.164,49.992,47.016,43.8,46.176,55.92,55.164,52.38,58.776,48.624,52.692,65.016,55.068,49.02,76.74,40.92,47.316,68.532,52.68,36.564,55.032,40.5,54.972,57.348,59.76,51.084,70.572,50.772,48.18,65.748,58.92,53.556,61.416,80.832,79.332,67.812,85.5,90.096,66.048,85.212,103.98,86.664,74.016,86.964,77.58,61.332,66.108,87.756,89.868,79.836,76.104,68.58,92.7,68.628,67.68,65.34,70.452,57.888,65.352,59.304
2019.10.28,45.48,46.8,39.924,36.936,56.652,36.48,34.956,39.24,29.268,32.484,31.104,37.512,25.356,22.248,23.628,23.832,24.372,28.86,28.86,27.192,30.732,29.76,34.836,48.072,39.048,69.336,67.212,70.752,61.308,67.308,55.44,52.344,44.772,44.076,43.764,54.564,46.26,40.824,52.596,44.196,44.736,44.232,57.936,50.352,50.436,53.676,49.116,54.912,56.64,61.956,52.272,49.38,55.584,44.508,58.956,40.98,42,48.264,50.004,50.352,49.464,39.804,61.128,76.356,64.74,55.896,48.264,60.12,63.888,72.624,71.82,72.372,78.756,92.064,71.904,96.408,89.844,73.512,86.256,67.38,76.704,78.648,87.324,74.568,71.436,73.884,71.292,81.816,72.216,57.468,70.692,69.66,48.696,42.204,45.684,49.428
2019.10.29,37.992,32.604,33.996,48.48,28.416,31.764,30.984,31.944,32.388,32.94,28.032,35.724,36.6,26.82,28.656,23.256,34.404,24.804,27.288,33.72,27.84,40.788,31.968,31.74,43.62,51.072,67.368,67.44,67.584,59.64,49.104,52.164,42.372,41.136,42.492,39.444,46.236,42.984,46.908,35.328,45.828,47.292,43.704,48.504,48.168,44.436,59.436,55.788,57.984,70.056,76.536,59.292,58.02,40.776,52.584,55.728,42.204,68.244,60.996,62.124,52.08,55.14,69.156,64.62,58.296,65.292,58.464,54.78,63.648,55.044,70.38,72.156,75.168,71.064,72.924,79.008,84.696,69.624,79.14,73.764,86.652,76.344,90.168,76.452,94.044,87.696,99.6,66.792,65.316,70.92,61.236,52.944,50.172,51.864,48.708,46.872
2019.10.30,46.008,42.84,33.396,37.98,39.516,44.04,41.592,29.82,31.86,25.068,27.36,26.16,24.204,32.7,23.988,37.572,24.648,23.88,26.124,27.408,25.332,31.428,42.168,38.244,58.32,70.176,81.156,57.792,71.64,50.988,52.992,51.468,45.228,44.4,38.088,40.572,37.524,42.6,40.224,44.136,44.592,54.996,43.296,46.272,48.636,53.316,58.536,71.328,39.3,54.588,63.396,60.42,52.224,46.608,46.608,46.704,50.292,70.62,52.62,46.092,46.128,53.736,71.472,49.968,60.3,55.572,73.116,60.084,57.192,62.316,62.556,79.848,82.92,83.808,92.364,89.22,79.308,65.22,87.672,82.416,64.956,83.964,68.604,78.252,74.52,91.296,71.616,60.48,84.612,64.944,84.852,70.932,65.364,52.512,46.872,37.092
2019.10.31,32.856,41.448,37.272,51.972,31.116,29.316,25.776,26.712,24.36,24.348,23.844,26.304,26.796,22.86,27.3,25.212,28.116,24.528,28.152,32.268,31.164,30.192,37.032,40.092,52.92,56.928,70.956,54.276,69.744,54.084,43.956,48.552,40.86,46.236,40.212,39.18,44.232,35.988,36.204,41.82,48.696,46.236,48.48,40.908,58.668,49.128,45.972,39.42,53.244,57.432,45.084,67.164,57.192,60.66,61.236,52.104,62.772,41.712,61.464,60.492,56.736,45.156,54.756,44.76,71.544,59.004,63.78,65.472,53.7,54.84,62.736,85.764,72.948,65.472,63.048,88.464,85.98,78.252,88.116,75.132,79.68,85.644,75.552,80.832,72.48,67.776,70.164,61.836,68.832,73.38,54.816,60.66,58.104,71.856,48.492,40.98
2019.11.01,45.672,45.468,38.328,37.992,32.52,34.896,36.516,31.032,29.04,27.936,23.712,29.028,25.968,26.46,24.216,22.812,24.396,26.832,37.764,27.432,25.332,32.448,40.716,39.6,54.96,65.94,57.06,72.312,55.476,45.84,51.42,54.192,40.032,35.316,37.032,32.556,38.844,42.564,45.612,36.972,42.276,52.476,46.512,47.496,50.772,50.712,52.212,58.068,54.384,65.244,60.648,46.2,44.376,55.128,57.168,49.116,52.044,45.684,53.82,61.092,55.416,73.944,44.604,57.36,54.708,48.408,76.848,64.2,61.8,59.448,73.608,78.936,61.236,92.064,60.6,77.748,77.088,83.856,85.656,82.8,78.06,69.132,70.224,66.36,74.88,91.452,62.736,63.264,72.144,72.852,62.088,54.936,53.532,66.948,56.112,47.712
2019.11.02,37.296,37.188,34.932,29.94,27.408,31.068,40.956,36.72,26.748,32.592,36.996,26.844,25.14,32.628,27.732,26.544,19.98,23.46,31.032,28.788,28.74,30.576,28.596,38.076,45.564,53.124,48.072,56.16,48.012,42.612,49.5,54.732,61.968,45.516,44.184,37.836,36.312,40.572,52.776,50.352,51.228,53.472,54.54,49.668,45.192,62.772,47.532,53.484,67.332,62.928,61.38,75.492,60.816,45.768,41.556,47.988,61.836,60.252,54.672,38.688,46.98,58.308,49.044,65.988,56.808,58.56,67.26,65.88,63.564,70.68,76.908,64.536,87.876,81.36,78.192,75.252,73.68,72.036,77.412,70.488,59.28,97.14,72.384,54.78,83.052,89.952,78.192,67.98,83.964,75.588,58.44,67.008,50.22,45.684,56.592,41.196
2019.11.03,34.14,31.692,30.48,31.968,33.192,35.292,33.072,28.26,29.58,31.644,30.864,27.168,23.952,25.56,23.16,22.392,23.796,38.352,28.932,32.76,26.052,32.568,46.764,30.9,36.156,55.932,56.232,48.12,53.304,44.868,44.796,46.284,44.028,42.852,41.484,49.14,56.148,67.344,55.164,60.24,54.948,60.42,61.74,54.492,57.864,63.024,55.116,37.02,76.164,59.82,51.204,45.264,57.96,55.068,50.52,53.028,54.18,51.48,47.628,38.904,51.948,50.184,52.464,48.144,53.58,53.508,79.968,84.432,59.604,63.228,82.908,91.704,68.976,69.948,79.92,84.96,62.928,75.132,75.12,62.46,88.452,83.064,73.344,56.928,71.508,64.488,75.576,71.136,61.188,71.472,60.972,66.852,63.504,50.1,55.884,61.164
2019.11.04,44.604,37.62,30.636,32.22,29.34,25.884,27.972,29.676,26.94,30.876,28.584,27.72,29.7,25.044,26.196,30.108,43.8,36.468,32.64,28.848,28.5,38.076,40.8,37.248,53.16,56.592,63.864,67.836,79.272,45.216,45.048,65.124,37.272,41.328,37.104,36.36,36.264,37.116,32.22,45.024,38.628,44.172,45.408,45.696,53.304,59.196,41.388,53.16,59.4,53.952,53.724,50.664,60.564,72.672,54.672,53.544,55.308,65.76,49.824,64.104,48.972,56.772,69.588,53.244,54.168,43.992,66.204,74.976,76.596,70.32,63.432,85.764,84.636,79.608,71.844,81.96,84.552,78.972,67.188,93.756,84.288,75.444,76.5,88.32,76.776,105.996,78.024,77.748,78.972,62.244,72.912,74.988,67.896,55.692,71.628,41.196
2019.11.05,44.256,56.232,46.428,43.74,34.044,30.864,34.992,32.292,30.984,31.836,29.16,28.932,23.82,23.136,26.172,20.424,24.288,23.28,31.368,37.26,38.472,35.688,31.116,33.444,47.064,72.048,69.132,74.136,56.64,51.912,52.776,68.748,42.528,37.248,40.776,32.832,45.648,41.052,39.108,54.18,43.848,50.04,40.032,38.736,44.472,40.68,54.144,59.052,50.904,56.748,55.716,41.412,42.036,44.64,49.164,68.856,51.216,36.852,47.016,60.288,52.824,42.54,49.344,67.548,38.436,52.332,59.58,65.832,52.74,58.68,75.552,69.516,69.252,78.072,83.004,56.76,58.404,78.276,76.824,90.576,68.088,69.432,68.388,78.684,80.1,68.604,74.364,72.528,88.644,64.032,51.792,61.92,59.952,41.244,35.712,35.76
2019.11.06,39.348,33.876,28.764,36.648,38.316,31.704,23.88,28.608,26.076,23.568,28.536,25.416,32.568,23.676,24.636,21.54,22.872,27.456,26.892,27.36,30.564,35.196,29.472,35.304,44.268,58.86,78.936,66.024,49.452,54.072,53.124,38.544,47.52,47.808,41.628,42.012,45.408,33.324,39.612,52.536,41.388,46.572,52.428,55.164,59.532,57.408,44.388,44.148,55.992,44.256,57.936,72.876,69.528,49.284,67.692,44.316,33.552,35.628,65.376,67.716,56.796,49.476,60.6,60.936,45.768,62.844,49.74,42.564,55.488,53.712,68.76,83.244,88.404,72.408,68.016,75.876,80.172,67.32,61.296,73.524,56.94,74.46,65.172,75.06,67.812,62.364,76.32,65.016,79.68,72.528,56.868,54.6,63.072,56.592,39.612,40.632
